model,task,errorType,id,title,source,publishedAt,language,relevance,eventType,impactDirection,expected,predicted,evidenceSentenceIds,symbols,sectors,rationale,rawOutput,url
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30845,पीपीपी मोडेलमा वेस्ट सेती ४०० केभी प्रसारण आयोजना अघि बढ्ने,बिजनेस – Page 6 – Online Khabar,2026-06-01T13:05:22.000Z,ne,indirect,sector_industry,bullish,valid_json,invalid_or_truncated_json,S2;S3;S4,,Hydropower,वेस्ट सेती ४०० केभी प्रसारण लाइन जस्ता ठूला पूर्वाधार आयोजनाले जलविद्युत् उत्पादन र प्रसारण प्रणालीबीचको अवरोध कम गरी ऊर्जा क्षेत्रको उत्पादन क्षमता र बिक्री क्षमतामा सकारात्मक प्रभाव पार्न सक्छ ।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""पश्चिम नेपालमा निर्माण हुने ठूला जलविद्युत् आयोजनाबाट उत्पादित विद्युत् राष्ट्रिय प्रसारण प्रणालीमा जोड्न सार्वजनिक–निजी साझेदारी (पीपीपी) मोडेलमा वेस्ट सेती ४०० केभी प्रसारण लाइन आयोजना अघि बढाइएको छ ।"", ""करिब २० अर्ब रुपैयाँ लागत अनुमान गरिएको आयोजना ३० प्रतिशत इक्विटी र ७ र निजी क्षेत्रले पुर्‍याउँदै आएको योगदान अब प्रसारण पूर्वाधार विकासमा समेत विस्तार भएको बताए ।"", ""सोमबार ऊर्जा, जलस्रोत तथा सिँचाइमन्त्री विराजभक्त श्रेष्ठले कम्पनीका संस्थापक साझेदारहरूलाई सम्बोधन गर्दै ऊर्जा उत्पादनमा निजी क्षेत्रले पुर्",https://www.onlinekhabar.com/2026/06/1944562/west-seti-400-kv-transmission-project-to-move-forward-under-ppp-model
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30846,हिमालयन बैंक र यूनियन पेको सहकार्यमा ‘आरएमबी कार्ड’ सेवा सुरु,बिजनेस – Page 6 – Online Khabar,2026-06-01T13:15:21.000Z,ne,direct,project_operations,bullish,valid_json,invalid_or_truncated_json,S2;S6;S8,HBL,Banking,नयाँ आरएमबी कार्ड सेवाको माध्यमबाट बैंकले चिनियाँ भ्रमण गर्ने ग्राहकहरूबाट हुने कारोबार र सेवा शुल्क मार्फत राजस्व बढाउन सक्ने सम्भावना रहन्छ ।,"{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""हिमालयन बैंकले युनियनपेसँगको सहकार्यमा आरएमबी कार्ड सञ्चालनमा ल्याएको छ ।"", ""नेपालीको चीन भ्रमणलाई सहज तथा सुलभ बनाउनका लागि उक्त कार्ड सेवा महत्त्वपूर्ण हुनेछ ।"", ""सो कार्डको प्रयोगबाट ग्राहक तथा सेवाग्राहीले उत्तरी छिमेकी मुलुक चीन भ्रमण गर्दा त्यहाँका एटीएम, पोस, क्यूआर कोड तथा इकमर्स प्लेटफर्म मार्फत हुने कारोबारको चिनियाँ मुद्रा (सीएनवाई)मा नै सहज भुक्तानी गर्न सक्ने छन् ।""], ""evidenceSentenceIds"": [""S2"", ""S4"", ""S6""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""operations_capacity"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The introduction of the RMBCard by Himalayan Bank in collaboration with UnionPay is expected to enhance the bank's service offerings and support cross-border transactions for its customers, particularly for travel and trade between Nepal and China."", ""relevance"": ""direct"", ""sectors"": [""Banking""], ""summary"": ""Himalayan Bank has launched th",https://www.onlinekhabar.com/2026/06/1944577/rmb-card-service-launched-in-collaboration-with-himalayan-bank-and-union-pay
qwen-qlora,impactDirection,label_mismatch,6a31634a8dd189ed627e3606,Fire Incident Disrupts 5 MW Power Production at Jhapa Energy Limited,ShareSansar,2026-06-02T04:23:00.000Z,en,direct,sector_industry,bearish,bearish,uncertain,S1;S2;S3,JHAPA,Hydropower,The selected evidence reports a sector or company operating condition relevant to listed firms. This makes the record direct to NEPSE and supports the sector_industry label through the operations or capacity mechanism.,"{""confidenceBand"": ""high"", ""eventType"": ""operations"", ""evidence"": [""Jhapa Energy Limited has informed that a fire broke out in one of the inverters installed at its 10 MW grid-connected solar power project located in Shivasatakshi-4, Jhapa."", ""The fire affected one of the two 5 MVA-capacity inverters connected to the project, resulting in the disruption of 5 MW electricity generation.""], ""evidenceSentenceIds"": [""S1"", ""S3""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""operations_capacity"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The fire incident at Jhapa Energy Limited's solar power project has disrupted 5 MW of electricity generation, affecting the company's operational capacity."", ""relevance"": ""direct"", ""sectors"": [""Hydropower and Renewable Energy""], ""summary"": ""Jhapa Energy Limited reported a fire incident at its 10 MW grid-connected solar power project in Jhapa, which disrupted 5 MW of electricity generation."", ""symbols"": [""J",https://www.sharesansar.com/newsdetail/fire-incident-disrupts-5-mw-power-production-at-jhapa-energy-limited-2026-06-02
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30849,"Upper Syange Hydropower Announces Conclusion of Lock-in Period for Promoters, Project-Affected Area Locals and Employee Shares on Ashadh 21",ShareSansar,2026-06-02T04:42:00.000Z,en,direct,capital_action,uncertain,valid_json,invalid_or_truncated_json,S1;S2;S5,USHL,Hydropower,"The expiration of the lock-in period for promoters, residents of the project-affected area, and employees will increase the supply of tradable shares for USHL in the secondary market.","{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""Upper Syange Hydropower Limited (USHL) published a notice regarding the expiration of the lock-in period of its promoters, project-affected area and employees' shares, and the lock-in period will expire on 21st Ashadh, 2083."", ""According to the recent guidelines issued by the Securities Board of Nepal (SEBON), Upper Syange Hydropower Limited (USHL) has officially notified its investors and stakeholders of the conclusion of the lock-in period for the shares held by its promoters, residents of the project-affected area and employee shares."", ""In the next month of the 21st Ashadh, 2083, the lock-in period will end."", ""USHL now has 2,200,000 units of shares listed on the Nepal Stock Exchange (NEPSE)."", ""Of these, the promoters held 1,330,000 units, residents of the project-affected area are 2,20,000 units and the company's employees 13,000 units."", ""These shares have been subject to a lock-in period since the IPO allot",https://www.sharesansar.com/newsdetail/upper-syange-hydropower-announces-conclusion-of-lock-in-period-for-promoters-project-affected-area-locals-and-employee-shares-on-ashadh-21-2026-06-02
qwen-qlora,structured_json,invalid_json,6a31634a8dd189ed627e3634,ब्याजदर करिडोर प्रभावकारी बनाउन स्थायी निक्षेप सुविधा अनिवार्य,बिजनेस – Page 6 – Online Khabar,2026-06-02T09:14:47.000Z,ne,indirect,monetary_liquidity,uncertain,valid_json,invalid_or_truncated_json,S1;S2;S3,,Banking,"छानिएका प्रमाण वाक्यहरूले तरलता, ब्याजदर वा मौद्रिक नीतिसम्बन्धी अवस्था देखाउँछन्। यसले NEPSE सँग indirect सम्बन्ध राख्छ र सम्भावित प्रभावको संयन्त्र वित्तीय तरलता हो।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""अन्तर बैंक ब्याजदर नियन्त्रणको प्रमुख औजार स्थायी निक्षेप सुविधा बनेको देखिएको छ ।"", ""नेपाल राष्ट्र बैंकको एक अध्ययन अनुसार अन्तर बैंकदर घट्नु र बढ्नुमा स्थायी निक्षेप सुविधाको प्रयोगले निर्धारण गरेको पाइएको हो ।"", ""नेपाल राष्ट्र बैंकका सहायक निर्देशक भिक्टर कुमार सापकोटाको अध्ययन प्रतिवेदन अनुसार अन्तर बैंक ब्याजदर नियन्त्रणमा स्थायी निक्षेप सुविधा निकै प्रभावकारी देखिएको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a regulatory or policy change that will affect the market or market participants through a mechanism such as regulation, supervision, or taxation."", ""relevance"": ""direct"", ""sectors"": [""Banking""], ""summary"": ""The selected evidence reports a regulatory or policy change that will affect the market or market participants thr",https://www.onlinekhabar.com/2026/06/1945105/fixed-deposit-facility-mandatory-to-make-interest-rate-corridor-effective
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3084a,"बजेट २०८३/८४ : कति सुहाउँदो, कति चुनौतीपूर्ण ?",बिजनेस – Page 6 – Online Khabar,2026-06-03T03:41:47.000Z,ne,indirect,fiscal_macroeconomic,uncertain,valid_json,invalid_or_truncated_json,S2;S3;S4;S5;S8;S10;S1,,Manufacturing and Processing;Others,"बजेटले औद्योगिक क्षेत्रका लागि भन्सार कटौती र आयकरमा परिमार्जन जस्ता सकारात्मक नीतिहरू ल्याए तापनि, उच्च सार्वजनिक ऋणको भार र कर वृद्धिका कारण आर्थिक वृद्धि र मुद्रास्फीति नियन्त्रण गर्ने लक्ष्य हासिल गर्न चुनौतीपूर्ण देखिएको छ, जसले बजारको समग्र धारणामा मिश्रित प्रभाव पार्न सक्छ।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""तर, बजेट सार्वजनिक भएको दुई दिन नबित्दै कर संरचनामा गरिएका फेरबदल, स्रोत व्यवस्थापन सम्बन्धी प्रश्न र बजारको मिश्रित प्रतिक्रियाले यसलाई गम्भीर आर्थिक बहसको केन्द्रमा ल्याइदिएको छ ।"", ""झन्डै ३० खर्ब रुपैयाँ पुगेको सार्वजनिक ऋण, विकास बजेटकै हाराहारी पुगेको साँवा–ब्याजको भार र बजेट घाटा पूर्तिका लागि पुन: ऋणमै निर्भर रहने रणनीतिले अर्थतन्त्रका संरचनागत कमजोरी उजागर गरेको छ ।"", ""त्यसमाथि शिक्षा, स्वास्थ्य र विद्युत्जस्ता आधारभूत सेवामा थपिएको करले सर्वसाधारणको दैनिकीमा नयाँ बोझ थप्ने संकेत दिएको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"",",https://www.onlinekhabar.com/2026/06/1945492/budget-2083-84-how-appropriate-how-challenging
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3084c,पोखरामा लेखा शिक्षक कार्यशाला गर्न ब्रिटिस कलेज र एसीसीएबीच सहकार्य,बिजनेस – Page 6 – Online Khabar,2026-06-03T08:37:51.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S3;S4,,,यो समाचार एक शैक्षिक कार्यशालाको बारेमा हो जसले शिक्षकहरूको प्राविधिक क्षमता सुधार गर्ने लक्ष्य राख्दछ र यसको नेप्से बजारमा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव देखिँदैन।,"{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""कलेजले एसीसीएसँगको सहकार्यमा पोखरा इभेन्ट सेन्टरमा आईएफआरएस र एनएफआरएस सम्बन्धी एकाउन्टिङ शिक्षक कार्यशाला आयोजना गर्ने भएको छ ।"", ""यो कार्यशाला जुन ६ (जेठ २३) मा आयोजना हुनेछ र यसले उच्च माध्यमिक तहका शिक्षकहरूको प्राविधिक क्षमता सुदृढ गर्ने लक्ष्य राखेको छ ।"", ""विशेष गरी अन्तर्राष्ट्रिय वित्तीय प्रतिवेदन मापदण्ड (आईएफआरएस) र नेपाल वित्तीय प्रतिवेदन मापदण्ड (एनएफआरएस) का क्षेत्रमा भइरहेको तीव्र परिवर्तनलाई कार्यशालामा प्रष्ट्याइनेछ ।""], ""evidenceSentenceIds"": [""S3"", ""S4"", ""S5""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a regulatory, policy, or legal development that will affect the operations, strategy, or direction",https://www.onlinekhabar.com/2026/06/1945888/accounting-teacher-workshop-to-be-held-in-pokhara-collaboration-between-british-college-and-acca
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d3084d,वैदेशिक रोजगार विभागले माग्यो केयर गिभर तालिम लिएका व्यक्तिहरूको विवरण,बिजनेस – Page 6 – Online Khabar,2026-06-03T13:55:02.000Z,ne,not_relevant,not_applicable,not_applicable,valid_json,invalid_or_truncated_json,S2;S5;S11,,,"यो समाचार वैदेशिक रोजगार र श्रम प्रवजनसँग सम्बन्धित छ, जसको नेपालको शेयर बजारमा कुनै प्रत्यक्ष वा अप्रत्यक्ष प्रभाव देखिँदैन ।","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""वैदेशिक रोजगार विभागले केयरगिभरको तालिम लिएका व्यक्तिहरूको विवरण माग गरेको छ ।"", ""विभागले इजरायलका दीर्घकालीन स्याहार केन्द्रहरूमा नेपाली सहायक कामदारका लागि २ हजार ३ सय कोटामा आवेदन आह्वान गरेको छ ।"", ""विभाग, सीटीईभीटी, एनएभीटीमा दर्ता भएका तालिम प्रदायक संस्थासँग प्रारम्भदेखि हालसम्म केयरगिभर तालिम लिएका प्रशिक्षार्थीहरूको विवरण उपलब्ध गराउन अनुरोध गरिएको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S5"", ""S4""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a regulatory or policy change that will affect the market or a sector. This makes the record direct to NEPSE and supports the regulation label through the regulation mechanism."", ""relevance"": ""direct"", ""sectors"": [""Healthcare""], ""summary"": ""The Department of Immigration and Foreign Employment has requested information on individuals who ",https://www.onlinekhabar.com/2026/06/1946177/department-of-foreign-employment-requests-details-of-people-who-have-undergone-care-giver-training
qwen-qlora,impactDirection,label_mismatch,6a2f0a578a1c034887d3084e,IPO Issue of Sanigad Hydro Limited Closing Today; Oversubscribed 5.88 Times So Far,ShareSansar,2026-06-04T00:52:00.000Z,en,direct,capital_action,bullish,bullish,uncertain,S1;S15;S16,SHL,Hydropower,"The IPO of Sanigad Hydro Limited has been oversubscribed 5.88 times and the company's issuer rating has been upgraded by ICRA Nepal, indicating strong investor demand and improved creditworthiness.","{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""Sanigad Hydro Limited is closing the issue of 46,74,000 units of IPO shares at a par value of Rs 100 from today, i.e., 21st Jestha, 2083."", ""According to CDSC, 24,95,437 applicants have applied for 2,75,28,100 units."", ""Thus, the issue has been oversubscribed 5.88 times."", ""LS Capital Limited has been appointed the issue manager for the public offering."", ""The remaining 46,74,000 units will be issued for the general public and will be closed from today.""], ""evidenceSentenceIds"": [""S1"", ""S14"", ""S15"", ""S12"", ""S11""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""ownership_supply"", ""impactScope"": ""company"", ""language"": ""en"", ""rationale"": ""The closure of the IPO issue for Sanigad Hydro Limited marks the end of the public subscription period for its shares, with the issue being oversubscribed. This affects the company's capital structure and the availability of shares for public tradi",https://www.sharesansar.com/newsdetail/ipo-issue-of-sanigad-hydro-limited-closing-today-oversubscribed-588-times-so-far-2026-06-04
qwen-qlora,relevance,label_mismatch,6a2f0a578a1c034887d3084f,निगुरोको मूल्य बढ्यो,बिजनेस – Page 5 – Online Khabar,2026-06-04T06:28:23.000Z,ne,not_relevant,not_applicable,not_applicable,not_relevant,direct,S2,,,"यो समाचार स्थानीय कृषि उत्पादनको मूल्यसँग सम्बन्धित छ, जसको NEPSE वा सूचीकृत कम्पनीहरूसँग कुनै प्रत्यक्ष वा अप्रत्यक्ष सम्बन्ध छैन ।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""स्थानीय बजारमा निगुरोको मूल्य बढेको छ ।"", ""कालीमाटी फलफूल तथा तरकारी बजार विकास समितिको तथ्यांक अनुसार बिहीबार निगुरोको मूल्य बढेको हो ।"", ""निगुरोको मूल्य आज थोकमा प्रतिकिलो १० रुपैयाँ बढेको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""immediate"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a price increase for a listed security or market index, which supports the market trading label through a direct price movement mechanism."", ""relevance"": ""direct"", ""sectors"": [""Vegetables and Fruits""], ""summary"": ""The local market has seen an increase in the price of niguro, with the price rising by Rs 10 per kilogram."", ""symbols"": [], ""tags"": [""market_trading"", ""direct"", ""market_flow"", ""sectors"", ""vegetables_and_fruits""]}",https://www.onlinekhabar.com/2026/06/1946410/the-price-of-black-pepper-has-increased
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30850,ग्लोबल आईएमई बैंकको अगुवाइमा सुपर तमोर जलविद्युत् आयोजनामा १९ अर्ब ऋण सम्झौता,बिजनेस – Page 5 – Online Khabar,2026-06-04T06:43:43.000Z,ne,direct,credit_financing,bullish,valid_json,invalid_or_truncated_json,S2;S4;S6,ADBL;GBIME;PRVU,Banking;Hydropower,बैंकहरूले ठूलो रकम कर्जा प्रवाह गर्दा ब्याज आम्दानी बढ्ने सम्भावना रहन्छ ।,"{""confidenceBand"": ""high"", ""eventType"": ""credit_financing"", ""evidence"": [""ग्लोबल आइएमई बैंकको अगुवाइमा १६६ मेगावाट क्षमताको सुपर तमोर जलविद्युत् आयोजनाको लागि वित्तीय व्यवस्थापन (ऋण) सम्झौता भएको छ ।"", ""कुल २५ अर्ब रुपैयाँ अनुमानित लागत रहेको उक्त आयोजनामा ग्लोबल आईएमई बैंकको अगुवाइमा सिद्धार्थ बैंक, लक्ष्मी सनराइज बैंक र प्रभु बैंक सहअगुवाइ तथा कृषि विकास बैंक र नेपाल एसबीआई बैंकको सहभागितामा बनेको कन्सोर्टियमले करिब १९ अर्ब रुपैयाँ लगानी हुनेछ ।"", ""जसमध्ये ग्लोबल आईएमई बैंकले ५ अर्ब रुपैयाँ, सिद्धार्थ बैंकले ४ अर्ब रुपैयाँ, लक्षमी सनराइज बैंकले ४ अर्ब र",https://www.onlinekhabar.com/2026/06/1946425/global-ime-bank-leads-19-billion-loan-agreement-for-super-tamor-hydropower-project
qwen-qlora,structured_json,invalid_json,6a2f0a578a1c034887d30851,१६६ मेगावाटको सुपर तमोर आयोजनालाई जुट्यो १९ अर्ब ऋण,बिजनेस – Page 5 – Online Khabar,2026-06-04T06:49:36.000Z,ne,direct,credit_financing,bullish,valid_json,invalid_or_truncated_json,S2;S3;S4;S8,GBIME;ADBL,Banking;Hydropower,विभिन्न बैंकहरूले जलविद्युत आयोजनामा ऋण प्रवाह गर्दा उनीहरूको कर्जा विस्तार र ब्याज आम्दानीमा वृद्धि हुन सक्छ ।,"{""confidenceBand"": ""high"", ""eventType"": ""credit_financing"", ""evidence"": [""१६६ मेगावाट क्षमताको सुपर तमोर जलविद्युत् आयोजनाका लागि ऋण लगानी जुटेको छ ।"", ""उक्त आयोजनामा ग्लोबल आइएमई बैंकले ५ अर्ब रुपैयाँ ऋण लगानी गर्ने भएको छ ।"", ""साथै सिद्धार्थ बैंकले ४ अर्ब, लक्ष्मी सनराइज बैंकले ४ अर्ब, प्रभु बंैकले ३ अर्ब ५० करोड, कृषि विकास बैंकले १ अर्ब ५० करोड तथा नेपाल एसबीआई बैंकले १ अर्ब रुपैयाँ लगानी गर्ने सहमति भएको छ ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""bullish"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""financing_liquidity"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a credit or financing transaction for listed firms or sectors. This makes the record direct to NEPSE and supports the credit_financing label through the financing mechanism."", ""relevance"": ""direct"", ""sectors"": [""Hydropower""], ""summary"": ""The 166 MW Super Tamor hydropower project has secured a total of 1",https://www.onlinekhabar.com/2026/06/1946442/the-166-mw-super-tamor-project-has-secured-a-loan-of-19-billion
qwen-qlora,relevance,label_mismatch,6a31634a8dd189ed627e3646,७७ दिनका लागि बैंकिङ प्रणालीबाट ७० अर्ब खिच्दै राष्ट्र बैंक,बिजनेस – Page 5 – Online Khabar,2026-06-05T06:03:20.000Z,ne,indirect,monetary_liquidity,uncertain,indirect,direct,S1;S2;S3,,Banking;Finance,"छानिएका प्रमाण वाक्यहरूले तरलता, ब्याजदर वा मौद्रिक नीतिसम्बन्धी अवस्था देखाउँछन्। यसले NEPSE सँग indirect सम्बन्ध राख्छ र सम्भावित प्रभावको संयन्त्र वित्तीय तरलता हो।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""नेपाल राष्ट्र बैंकले शुक्रबार फेरि ७० अर्ब रुपैयाँ बैंकिङ प्रणालीबाट खिच्ने भएको छ ।"", ""राष्ट्र बैंकले ७७ दिने अवधिका लागि निक्षेप संकलन उपकरणमार्फत सो रकम खिच्न लागेको हो ।"", ""दिउँसो ३ बजेसम्म बैंक तथा वित्तीय संस्थाले आफूले राख्न चाहेको रकम, चाहेको ब्याजदर तोकेर आवेदन दिन सक्नेछन् ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S5""], ""impactDirection"": ""bearish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The Nepal Rastra Bank (NRB) is withdrawing 70 billion rupees from the banking system through the deposit collection mechanism for a period of 77 days. This action increases liquidity in the banking system and affects the availability of funds for lending and investment."", ""relevance"": ""direct"", ""sectors"": [""Banking""], ""summary"": ""Nepal Rastra Bank (NRB) is withdrawing 70 billion rupees from the banking system through the deposit collection ",https://www.onlinekhabar.com/2026/06/1947105/nepal-rastra-bank-withdraws-70-billion-from-the-banking-system-for-77-days
qwen-qlora,impactDirection,label_mismatch,6a31634a8dd189ed627e3646,७७ दिनका लागि बैंकिङ प्रणालीबाट ७० अर्ब खिच्दै राष्ट्र बैंक,बिजनेस – Page 5 – Online Khabar,2026-06-05T06:03:20.000Z,ne,indirect,monetary_liquidity,uncertain,uncertain,bearish,S1;S2;S3,,Banking;Finance,"छानिएका प्रमाण वाक्यहरूले तरलता, ब्याजदर वा मौद्रिक नीतिसम्बन्धी अवस्था देखाउँछन्। यसले NEPSE सँग indirect सम्बन्ध राख्छ र सम्भावित प्रभावको संयन्त्र वित्तीय तरलता हो।","{""confidenceBand"": ""high"", ""eventType"": ""market_trading"", ""evidence"": [""नेपाल राष्ट्र बैंकले शुक्रबार फेरि ७० अर्ब रुपैयाँ बैंकिङ प्रणालीबाट खिच्ने भएको छ ।"", ""राष्ट्र बैंकले ७७ दिने अवधिका लागि निक्षेप संकलन उपकरणमार्फत सो रकम खिच्न लागेको हो ।"", ""दिउँसो ३ बजेसम्म बैंक तथा वित्तीय संस्थाले आफूले राख्न चाहेको रकम, चाहेको ब्याजदर तोकेर आवेदन दिन सक्नेछन् ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S5""], ""impactDirection"": ""bearish"", ""impactHorizon"": ""short_term"", ""impactMechanism"": ""market_flow"", ""impactScope"": ""market"", ""language"": ""en"", ""rationale"": ""The Nepal Rastra Bank (NRB) is withdrawing 70 billion rupees from the banking system through the deposit collection mechanism for a period of 77 days. This action increases liquidity in the banking system and affects the availability of funds for lending and investment."", ""relevance"": ""direct"", ""sectors"": [""Banking""], ""summary"": ""Nepal Rastra Bank (NRB) is withdrawing 70 billion rupees from the banking system through the deposit collection ",https://www.onlinekhabar.com/2026/06/1947105/nepal-rastra-bank-withdraws-70-billion-from-the-banking-system-for-77-days
qwen-qlora,relevance,label_mismatch,6a31634a8dd189ed627e3652,मौद्रिक नीतिका लागि राष्ट्र बैंकले माग्यो सुझाव,बिजनेस – Page 5 – Online Khabar,2026-06-05T07:51:47.000Z,mixed,indirect,monetary_liquidity,uncertain,indirect,direct,S1;S2;S3,,Banking,"The selected evidence reports liquidity, deposits, rates, or monetary-policy conditions relevant to market financing. This makes the record indirect to NEPSE and supports the monetary_liquidity label through the financing and liquidity mechanism.","{""confidenceBand"": ""high"", ""eventType"": ""regulation"", ""evidence"": [""आगामी आर्थिक वर्ष २०८३/८४ को मौद्रिक नीतिका लागि नेपाल राष्ट्र बैंकले सुझाव माग गरेको छ ।"", ""नेपाल राष्ट्र बैंक ऐन २०५८ को व्यवस्था बमोजिम सुझाव माग भएको हो ।"", ""इच्छुक आम सर्वसाधारण तथा संघसंस्थाले असार ५ गतेभित्र इमेलमार्फत सुझाव दिन सक्नेछन् ।""], ""evidenceSentenceIds"": [""S2"", ""S3"", ""S4""], ""impactDirection"": ""uncertain"", ""impactHorizon"": ""medium_term"", ""impactMechanism"": ""regulation"", ""impactScope"": ""sector"", ""language"": ""en"", ""rationale"": ""The selected evidence reports a regulatory or policy change that will affect the operations, costs, or risk profile of the listed sector or industry."", ""relevance"": ""direct"", ""sectors"": [""Banking""], ""summary"": ""The Nepal Rastra Bank has requested suggestions for the monetary policy of the upcoming fiscal year 2083/84. Interested individuals and organizations can submit their suggestions via email by May 5."", ""symbols"": [], ""tags"": [""monetary policy"", ""nrb"", ""regulation""]}",https://www.onlinekhabar.com/2026/06/1947212/nrb-seeks-suggestions-for-monetary-policy
qwen-qlora,structured_json,invalid_json,6a31634a8dd189ed627e358f,SEBON Adds Another IPO Shares of Two Hydropower Companies to It's Pipeline,ShareSansar,2026-06-05T08:02:00.000Z,en,direct,regulation,uncertain,valid_json,invalid_or_truncated_json,S1;S2;S3,,Hydropower,"The selected evidence reports a regulatory or policy change affecting listed securities, issuance, or market access. This makes the record direct to NEPSE and supports the regulation label through the regulatory mechanism.","{""confidenceBand"": ""high"", ""eventType"": ""capital_action"", ""evidence"": [""The IPO proposal of Raghuganga Hydropower Limited (RGHL) has been added to SEBON's pipeline."", ""Raghuganga Hydropower Limited has submitted a proposal to issue 1.5 Crores shares at a par value of Rs."", ""100 per share."", ""This IPO issue will generate Rs."", ""1.5 arba for the company."", ""NIC Asia Capital Limited has been appointed the issue manager for this issue."", ""It is only after the approval from the regulatory board SEBON, the company can float the shares to the local and the general public."", ""The IPO proposal of Super Hewa Power Company Limited (SHEPCL) has been added to SEBON's pipeline."", ""Super Hewa Power Company has submitted a proposal to issue 19.25 lakhs shares at a par value of Rs."", ""100 per share."", ""This IPO issue will generate Rs."", ""19.25 crore for the company."", ""Laxmi Sunrise Capital Limited has been appointed the issue manager for this issue."", ""It is only...""], ""evidenceSentenceIds"": [""S1"", ""S",https://www.sharesansar.com/newsdetail/sebon-adds-another-ipo-shares-of-two-hydropower-companies-to-its-pipeline-2026-06-05
